Age,Education,Marital_Status,Income,Kids,Dt_Customer,Recency,Complain,Wines,Fruits,Meat,Fish,Sweets,Gold,Total_Spent,Deals,Acc_Cmp1,Acc_Cmp2,Acc_Cmp3,Acc_Cmp4,Acc_Cmp5,Response,Store,Catalog,Webs,Web_Visist
46,Graduate,Together,38415.0,2,2013-01-02,91,False,22,1,13,4,0,4,44,2,False,False,False,False,False,False,3,0,1,7
36,Graduate,Single,20518.0,1,2014-05-18,58,False,4,1,6,4,1,9,25,1,False,False,False,False,False,False,2,1,1,5
68,Graduate,Together,62503.0,1,2013-02-18,40,False,478,0,193,110,75,117,973,4,False,False,False,False,False,False,11,3,8,5
52,Postgraduate,Single,41644.0,2,2014-05-09,67,False,20,3,4,2,0,2,31,2,False,False,False,False,False,False,3,0,1,3
47,Postgraduate,Together,55842.0,1,2014-05-23,19,False,451,0,39,0,4,24,518,1,False,False,False,False,False,False,8,1,7,5
52,Postgraduate,Together,62010.0,1,2012-10-23,93,False,371,22,39,6,0,92,530,4,False,False,False,False,False,False,7,2,6,5
47,Graduate,Together,41124.0,1,2012-10-31,41,False,281,7,84,15,0,119,506,7,False,False,False,False,False,False,4,3,7,8
51,Postgraduate,Together,38961.0,1,2013-12-30,60,False,19,7,19,0,1,24,70,1,False,False,False,False,False,False,2,1,2,7
52,Postgraduate,Single,37760.0,1,2013-08-11,54,False,26,3,13,2,10,0,54,1,False,False,False,False,False,False,3,0,2,6
50,Graduate,Single,32233.0,1,2012-08-19,26,False,138,15,35,25,11,72,296,2,False,False,True,False,False,True,2,2,6,9
49,Graduate,Together,43057.0,1,2013-10-30,30,False,213,2,44,0,2,5,266,4,False,False,False,False,False,False,5,2,4,5
64,Postgraduate,Together,83151.0,0,2012-10-10,93,False,407,28,100,120,74,18,747,1,False,False,False,False,False,False,4,9,5,3
60,Postgraduate,Single,78825.0,0,2012-09-14,35,False,483,74,114,169,37,18,895,1,False,False,False,False,False,True,13,10,5,3
48,Postgraduate,Together,65104.0,1,2013-11-14,4,False,738,0,232,13,20,50,1053,2,False,False,False,False,False,False,7,5,3,7
50,Graduate,Together,60093.0,1,2013-06-26,92,False,502,12,109,16,6,90,735,2,False,False,False,False,False,False,10,2,7,6
55,Graduate,Together,14045.0,1,2014-01-26,24,False,11,0,5,2,1,1,20,1,False,False,False,False,False,False,3,0,1,7
72,Undergraduate,Single,28457.0,0,2012-10-28,96,False,24,1,108,29,29,14,205,1,False,False,False,False,False,False,4,1,4,8
66,Postgraduate,Together,78952.0,1,2012-09-24,11,False,1170,19,594,99,76,134,2092,2,False,False,False,False,False,False,12,5,2,6
48,Graduate,Single,46310.0,1,2012-12-03,99,False,185,2,88,15,5,14,309,2,False,False,False,False,False,False,5,1,6,8
69,Graduate,Together,76005.0,0,2013-02-22,72,False,983,20,389,240,50,40,1722,1,True,False,False,False,False,False,13,5,3,6
60,Postgraduate,Single,58308.0,1,2013-01-12,77,False,691,0,69,10,0,130,900,4,False,False,False,False,False,False,3,6,2,8
80,Postgraduate,Single,55614.0,0,2013-11-27,85,False,504,13,131,8,0,26,682,1,False,False,False,True,False,False,6,4,9,7
62,Postgraduate,Single,59432.0,1,2013-04-13,88,False,317,25,265,25,19,12,663,3,False,False,False,False,False,False,11,3,5,5
46,Graduate,Single,55563.0,1,2014-04-05,22,False,29,1,9,2,0,2,43,1,False,False,False,False,False,False,3,0,2,3
53,Postgraduate,Together,78642.0,1,2013-04-21,83,False,1396,0,322,46,35,17,1816,1,False,False,False,False,False,False,4,9,4,6
75,Postgraduate,Together,67911.0,1,2014-05-22,63,False,529,0,356,63,28,0,976,3,False,False,False,False,False,False,11,7,6,3
80,Graduate,Together,65275.0,0,2013-04-03,9,False,388,14,218,91,14,21,746,1,False,False,False,False,False,False,13,3,4,2
74,Graduate,Together,27203.0,2,2012-08-06,92,False,13,2,21,4,0,24,64,2,False,False,False,False,False,False,2,1,1,8
63,Postgraduate,Together,48330.0,1,2013-11-15,2,False,28,0,4,0,0,0,32,1,False,False,False,False,False,False,3,0,1,5
34,Undergraduate,Together,24279.0,0,2012-12-29,6,False,16,36,21,20,62,108,263,1,False,False,False,False,False,False,3,1,4,8
39,Postgraduate,Together,64355.0,1,2012-08-24,66,False,1047,0,140,67,38,153,1445,2,False,False,False,False,False,False,12,3,4,8
68,Postgraduate,Together,50943.0,1,2013-06-21,49,False,31,0,7,2,0,6,46,1,False,False,False,False,False,False,3,0,1,5
71,Graduate,Single,53653.0,0,2012-11-07,29,False,815,10,239,28,10,108,1210,2,False,False,False,False,False,False,12,4,10,6
48,Graduate,Together,65665.0,1,2013-12-02,77,False,225,162,387,106,36,29,945,1,False,False,False,False,False,False,8,10,5,3
35,Graduate,Single,81217.0,0,2013-07-19,77,False,493,70,324,146,40,84,1157,1,False,False,False,False,False,False,11,7,3,1
32,Graduate,Together,34935.0,0,2013-06-21,71,False,34,4,66,3,10,20,137,1,False,False,False,False,False,False,4,1,2,7
65,Graduate,Single,61250.0,1,2012-12-16,49,False,382,138,65,60,26,59,730,6,False,False,False,False,False,False,12,2,5,5
43,Postgraduate,Together,39665.0,1,2013-05-25,97,False,127,1,56,0,1,31,216,3,False,False,True,False,False,False,3,2,4,7
45,Graduate,Single,60152.0,1,2013-03-28,6,False,325,83,300,86,58,91,943,1,False,False,False,False,False,False,12,4,6,3
60,Graduate,Together,48920.0,2,2013-10-20,93,False,238,17,68,8,10,6,347,3,False,False,False,True,False,False,5,2,6,7
65,Postgraduate,Together,89120.0,0,2014-03-17,78,False,1168,92,408,72,129,55,1924,1,False,False,False,False,True,False,7,6,5,1
78,Postgraduate,Together,44124.0,1,2013-05-11,62,False,284,0,55,0,6,52,397,4,False,False,False,False,False,False,5,2,6,8
49,Postgraduate,Single,81169.0,0,2013-04-14,47,False,1288,20,613,80,61,27,2089,1,False,False,False,False,False,False,9,7,5,2
63,Graduate,Together,36443.0,2,2013-02-03,9,False,65,0,46,4,3,20,138,4,False,False,False,False,False,False,3,1,3,8
34,Graduate,Single,26095.0,1,2013-06-30,77,False,11,7,9,3,1,11,42,1,False,False,False,False,False,False,3,0,1,7
65,Graduate,Together,71367.0,0,2013-08-23,24,False,227,23,389,42,21,75,777,1,False,False,False,False,False,False,7,5,4,2
80,Postgraduate,Together,80184.0,0,2014-03-01,19,False,1035,134,670,25,38,0,1902,1,True,False,False,False,True,False,10,3,6,3
59,Graduate,Single,30630.0,2,2014-01-27,67,False,27,1,12,2,0,10,52,2,False,False,False,False,False,False,3,0,2,7
37,Postgraduate,Single,73454.0,0,2014-03-01,95,False,982,73,351,56,14,175,1651,1,False,False,True,False,False,False,6,4,2,5
33,Graduate,Together,42691.0,0,2013-08-16,48,False,179,2,64,38,17,58,358,1,False,False,False,False,False,False,6,1,5,5
71,Graduate,Together,70503.0,0,2012-09-30,73,False,1379,33,216,0,33,66,1727,1,False,False,False,True,True,False,9,4,2,6
37,Graduate,Together,25545.0,1,2012-09-08,35,False,32,1,64,16,12,85,210,3,False,False,False,False,False,True,3,2,2,6
38,Graduate,Together,32880.0,1,2012-12-04,76,False,8,4,15,7,6,2,42,1,False,False,False,False,False,False,3,0,1,8
66,Postgraduate,Together,77863.0,0,2013-11-27,20,False,881,38,319,16,25,12,1291,1,False,False,False,False,False,False,10,5,4,2
47,Postgraduate,Together,50353.0,0,2014-06-08,72,False,141,15,153,67,31,35,442,1,False,False,False,False,False,False,6,4,4,3
60,Graduate,Single,61839.0,0,2012-08-12,20,False,1000,155,379,224,17,120,1895,1,False,False,False,False,False,False,4,8,4,8
64,Postgraduate,Together,49154.0,2,2013-11-03,69,False,206,10,67,30,27,71,411,6,False,False,False,False,False,False,8,1,4,6
49,Undergraduate,Single,47682.0,1,2013-02-15,80,False,162,61,83,97,57,61,521,4,False,False,False,False,False,False,8,3,4,5
55,Graduate,Single,72679.0,1,2013-09-18,65,False,619,54,260,127,54,54,1168,1,False,False,False,False,False,False,5,7,4,1
47,Postgraduate,Together,57954.0,2,2014-06-18,52,False,456,4,24,0,0,9,493,7,False,False,False,True,False,False,6,2,8,7
62,Graduate,Together,65316.0,2,2013-04-24,65,False,112,6,92,3,9,38,260,2,False,False,False,False,False,False,5,2,3,4
42,Graduate,Single,28567.0,1,2013-06-17,57,False,11,3,22,2,2,6,46,2,False,False,False,False,False,False,3,0,2,6
73,Postgraduate,Together,47352.0,1,2013-04-11,70,False,172,12,112,8,0,15,319,4,False,False,False,False,False,False,5,1,6,7
57,Graduate,Together,44931.0,1,2014-01-18,0,False,78,0,11,0,0,7,96,1,False,False,False,False,False,False,3,1,2,5
57,Graduate,Single,76982.0,0,2014-02-15,19,False,464,151,292,65,60,30,1062,1,False,False,False,False,True,True,4,3,8,4
72,Undergraduate,Together,57247.0,1,2013-08-08,50,False,99,4,32,37,54,6,232,2,False,False,False,False,False,False,7,1,2,2
43,Postgraduate,Single,22944.0,1,2013-12-23,67,False,19,3,19,4,5,26,76,3,False,False,False,False,False,False,3,0,3,7
47,Undergraduate,Together,25315.0,1,2013-11-07,46,False,1,9,8,11,3,22,54,3,False,False,False,False,False,False,3,0,3,8
55,Graduate,Single,43638.0,1,2012-08-06,37,False,63,10,83,7,19,19,201,2,False,False,False,False,False,False,4,1,4,7
40,Postgraduate,Single,42710.0,1,2012-11-28,38,False,252,3,42,4,3,102,406,2,False,False,False,False,False,False,3,5,4,6
42,Postgraduate,Together,84169.0,0,2013-08-07,9,False,1478,19,403,0,19,0,1919,1,False,False,False,True,True,True,6,6,7,3
48,Graduate,Together,54058.0,1,2013-06-04,56,False,198,18,252,32,108,54,662,2,False,False,False,False,False,False,8,6,4,3
34,Undergraduate,Together,24683.0,1,2014-03-08,98,False,8,4,10,6,7,6,41,2,False,False,False,False,False,False,4,0,2,5
60,Graduate,Single,85620.0,0,2014-01-07,68,False,416,46,925,60,107,46,1600,1,False,False,False,False,False,True,4,6,3,1
44,Graduate,Together,47850.0,1,2013-12-03,72,False,42,7,43,20,12,10,134,1,False,False,False,False,False,False,4,0,3,6
56,Graduate,Together,19514.0,2,2014-01-26,47,False,14,3,21,2,1,28,69,4,False,False,True,False,False,True,2,1,3,8
51,Postgraduate,Together,27159.0,2,2014-03-29,33,False,17,0,3,0,0,1,21,2,False,False,False,False,False,False,3,0,1,6
61,Undergraduate,Single,39548.0,2,2014-03-31,87,False,15,4,10,3,4,18,54,2,False,False,False,False,False,False,3,1,1,3
35,Graduate,Single,21474.0,1,2014-04-08,0,False,6,16,24,11,0,34,91,2,False,False,True,False,False,True,2,1,3,7
53,Postgraduate,Single,60504.0,1,2014-02-07,73,False,458,0,24,6,4,34,526,2,False,False,False,False,False,False,8,2,6,6
61,Graduate,Together,22419.0,0,2013-04-18,74,False,30,3,47,19,21,42,162,1,False,False,False,False,False,False,2,2,3,8
75,Postgraduate,Together,81698.0,0,2013-11-06,4,False,179,28,520,111,123,47,1008,1,False,False,False,False,False,True,13,8,3,1
72,Graduate,Together,43462.0,2,2012-09-12,50,False,90,17,97,15,6,15,240,6,False,False,False,False,False,False,5,1,4,8
46,Postgraduate,Single,54880.0,1,2013-03-01,57,False,308,85,137,102,45,118,795,2,False,False,False,False,False,False,11,2,6,5
42,Graduate,Together,79908.0,0,2013-04-05,30,False,557,129,761,29,185,111,1772,1,False,False,False,False,True,False,7,6,5,2
54,Undergraduate,Together,15315.0,0,2013-08-03,27,False,7,4,13,15,8,17,64,2,False,False,False,False,False,False,4,0,2,5
65,Graduate,Together,87771.0,1,2013-05-22,61,False,1492,38,287,50,57,33,1957,1,True,True,False,True,True,True,4,10,5,6
46,Graduate,Together,33039.0,1,2013-09-09,4,False,30,8,12,8,8,12,78,1,False,False,False,False,False,False,4,0,2,5
44,Graduate,Single,81741.0,0,2013-06-16,75,False,249,153,940,58,134,38,1572,0,False,False,False,False,False,False,7,6,6,2
53,Postgraduate,Together,71499.0,1,2013-06-25,12,False,465,25,132,136,0,37,795,2,False,False,False,False,False,False,13,3,8,4
54,Undergraduate,Together,62466.0,1,2014-01-15,13,False,129,129,259,168,121,83,889,5,False,False,False,False,False,False,12,3,6,4
61,Postgraduate,Single,48799.0,1,2013-11-05,9,False,174,18,81,28,6,24,331,3,False,False,False,False,False,False,7,2,3,3
74,Postgraduate,Together,52157.0,1,2014-06-07,48,False,189,2,29,3,2,40,265,2,False,False,False,False,False,False,5,2,3,4
62,Graduate,Single,66565.0,1,2012-12-05,80,False,747,10,161,65,40,42,1065,4,False,False,False,False,False,False,9,2,4,8
73,Postgraduate,Together,29298.0,2,2013-09-07,60,False,6,0,2,2,0,1,11,1,False,False,False,False,False,False,2,0,1,5
45,Graduate,Single,47691.0,1,2013-07-05,43,False,14,0,3,0,0,4,21,1,False,False,False,False,False,False,2,0,1,6
54,Graduate,Together,38200.0,2,2012-12-07,19,False,12,0,4,0,0,1,17,1,False,False,False,False,False,False,2,0,1,7
50,Graduate,Together,44989.0,1,2012-09-12,26,False,98,0,106,49,10,106,369,5,False,False,False,False,False,False,5,1,5,6
56,Postgraduate,Together,38443.0,2,2014-01-27,58,False,32,0,5,0,0,1,38,2,False,False,False,False,False,False,3,0,1,7
46,Undergraduate,Single,38593.0,1,2013-09-13,42,False,51,12,49,17,24,24,177,3,False,False,False,False,False,False,3,1,4,8
54,Postgraduate,Together,64413.0,1,2013-08-01,27,False,200,5,44,0,10,20,279,1,False,False,False,False,False,False,5,1,5,5
43,Postgraduate,Together,36959.0,1,2013-10-02,56,False,25,6,25,6,0,0,62,2,False,False,False,False,False,False,3,0,2,8
47,Postgraduate,Together,61996.0,1,2013-01-31,27,False,1050,12,144,0,0,24,1230,3,True,True,False,True,False,True,8,4,6,5
56,Graduate,Together,51287.0,2,2014-04-01,10,False,117,0,22,13,0,30,182,3,False,False,False,False,False,False,3,1,4,7
54,Graduate,Together,13260.0,2,2013-08-23,48,False,9,4,17,10,2,7,49,4,False,False,False,False,False,False,3,0,3,8
58,Postgraduate,Together,47472.0,2,2013-09-16,39,False,56,0,11,0,0,8,75,2,False,False,False,False,False,False,4,0,2,5
68,Postgraduate,Together,54603.0,2,2013-07-09,85,False,145,13,46,17,2,4,227,6,False,False,False,False,False,False,4,2,4,7
50,Postgraduate,Together,45207.0,2,2012-11-10,64,False,203,0,10,0,0,2,215,5,False,False,False,True,False,False,6,1,3,6
73,Graduate,Together,40689.0,1,2013-03-18,69,False,270,3,27,39,6,99,444,7,False,False,False,False,False,False,5,1,7,8
57,Undergraduate,Together,47821.0,2,2013-10-20,54,False,9,0,16,6,6,10,47,1,False,False,False,False,False,False,3,0,1,8
73,Postgraduate,Together,27450.0,0,2013-04-15,57,False,37,12,23,8,11,52,143,1,False,False,False,False,False,False,3,1,2,7
41,Graduate,Together,39453.0,1,2014-04-03,64,False,46,0,7,0,0,2,55,2,False,False,False,False,False,False,3,0,2,6
53,Undergraduate,Together,26850.0,2,2014-04-18,10,False,31,1,13,7,2,9,63,4,False,False,False,False,False,False,4,1,2,4
69,Graduate,Single,79800.0,0,2012-09-23,65,False,1060,21,530,32,0,224,1867,1,True,False,True,False,True,True,5,11,5,3
63,Postgraduate,Together,61794.0,1,2013-09-14,74,False,264,47,188,54,47,11,611,2,False,False,False,False,False,False,10,4,4,2
69,Graduate,Together,53863.0,1,2014-05-17,4,False,399,4,30,6,4,30,473,3,False,False,False,True,False,False,7,1,7,7
65,Graduate,Together,24221.0,0,2013-08-20,94,False,8,9,9,2,5,22,55,1,False,False,False,False,False,False,3,1,1,4
40,Postgraduate,Single,39684.0,1,2012-10-12,41,True,19,0,35,6,4,17,81,2,False,False,False,False,False,True,2,1,2,7
49,Postgraduate,Together,92163.0,0,2012-12-12,25,False,817,183,797,106,163,20,2086,0,True,False,False,False,True,True,5,11,5,2
59,Postgraduate,Single,69882.0,0,2013-11-10,94,False,292,127,635,132,127,165,1478,1,False,False,False,False,False,False,9,7,3,1
47,Graduate,Together,33178.0,1,2014-01-30,9,False,12,6,2,11,2,16,49,1,False,False,False,False,False,False,3,0,1,4
52,Postgraduate,Together,59973.0,0,2013-09-11,47,False,130,30,168,20,34,0,382,1,False,False,False,False,False,False,7,4,3,1
49,Postgraduate,Together,17459.0,1,2013-09-19,12,False,6,4,16,3,10,30,69,3,False,False,False,False,False,True,2,1,3,7
55,Graduate,Single,23910.0,1,2012-10-26,80,False,16,12,18,7,1,13,67,1,False,False,False,False,False,False,3,0,2,7
55,Postgraduate,Together,42169.0,2,2013-10-19,20,False,19,0,9,0,0,2,30,2,False,False,False,False,False,False,3,0,1,8
46,Undergraduate,Together,26224.0,1,2013-06-04,39,False,4,7,15,13,9,15,63,3,False,False,False,False,False,False,3,1,2,6
43,Graduate,Together,31089.0,1,2012-08-17,57,False,31,3,31,2,8,4,79,3,False,False,False,False,False,False,4,0,3,8
63,Graduate,Single,30081.0,1,2013-02-21,27,False,36,0,2,0,0,4,42,1,False,False,False,False,False,False,3,0,1,7
64,Graduate,Together,62807.0,1,2012-08-31,83,False,526,28,135,10,21,99,819,3,False,False,False,False,False,False,12,3,5,5
69,Graduate,Single,72906.0,0,2013-09-17,79,False,400,32,519,71,75,54,1151,1,False,False,False,False,False,False,9,4,3,1
76,Postgraduate,Together,61467.0,2,2012-12-09,69,False,410,16,114,0,5,49,594,3,False,False,False,False,False,False,10,2,5,5
58,Postgraduate,Together,49618.0,2,2013-01-26,77,False,80,3,26,4,2,14,129,4,False,False,False,False,False,False,3,1,3,7
38,Postgraduate,Single,21888.0,1,2012-12-29,15,False,88,10,46,2,3,64,213,4,False,False,False,False,False,True,2,1,5,10
51,Graduate,Single,42429.0,1,2014-02-11,99,False,55,0,6,2,0,4,67,2,False,False,False,False,False,False,3,1,1,5
68,Graduate,Single,26150.0,3,2013-03-11,61,False,5,1,13,3,5,1,28,1,False,False,False,False,False,False,3,0,1,7
49,Undergraduate,Together,30801.0,1,2012-10-26,23,False,8,4,5,15,2,11,45,2,False,False,False,False,False,False,3,0,1,7
59,Graduate,Together,81168.0,0,2014-05-07,84,False,410,0,592,147,22,22,1193,1,True,False,False,False,False,False,7,4,6,3
55,Postgraduate,Single,26877.0,0,2013-08-19,74,False,101,13,76,20,18,40,268,2,False,False,False,False,False,False,6,1,3,6
80,Postgraduate,Single,45006.0,0,2013-07-18,90,False,162,25,53,16,0,10,266,1,False,False,False,False,False,False,7,1,3,3
51,Undergraduate,Together,18978.0,1,2012-12-11,41,False,2,8,1,4,7,15,37,1,False,False,False,False,False,False,3,0,1,8
57,Graduate,Together,22574.0,3,2013-10-28,28,False,25,0,8,2,0,2,37,2,False,False,False,False,False,False,3,0,2,7
55,Postgraduate,Single,48240.0,0,2012-11-09,73,False,389,91,248,64,49,41,882,3,False,False,False,False,False,True,13,3,6,5
50,Graduate,Together,45837.0,2,2013-07-26,88,False,215,13,87,17,17,24,373,5,False,False,False,False,False,False,5,2,6,7
59,Postgraduate,Single,35791.0,3,2013-05-06,94,False,27,0,5,0,0,3,35,2,False,False,False,False,False,False,3,0,1,8
48,Postgraduate,Together,162397.0,2,2013-06-03,31,False,85,1,16,2,1,2,107,0,False,False,False,False,False,False,1,0,0,1
46,Graduate,Single,54162.0,2,2013-03-18,31,False,5,6,10,6,5,10,42,1,False,False,False,False,False,False,3,0,1,4
64,Postgraduate,Together,30522.0,1,2012-08-17,6,False,179,8,83,19,11,26,326,5,False,False,False,False,False,False,9,2,1,2
63,Postgraduate,Together,54456.0,1,2013-07-11,23,False,352,0,27,10,0,15,404,3,False,False,False,False,False,False,7,1,6,6
53,Graduate,Single,31632.0,0,2013-07-14,92,False,17,8,12,11,15,32,95,1,False,False,False,False,False,False,2,1,2,7
75,Graduate,Single,72298.0,0,2014-03-10,52,False,625,35,169,58,17,35,939,1,False,False,False,True,True,False,6,3,4,1
46,Undergraduate,Single,36975.0,1,2013-12-28,50,False,10,6,11,0,4,2,33,1,False,False,False,False,False,False,3,0,1,7
69,Undergraduate,Together,72635.0,0,2013-06-03,54,False,390,22,323,104,35,107,981,1,True,False,False,False,False,False,6,8,6,3
48,Graduate,Together,13624.0,1,2013-01-20,93,False,10,2,15,2,1,6,36,2,False,False,False,False,False,False,3,0,2,6
49,Graduate,Single,84196.0,1,2013-06-03,56,False,215,63,507,231,31,190,1237,1,False,False,False,False,False,False,7,4,8,3
64,Graduate,Together,70971.0,1,2012-09-21,28,False,1001,17,572,93,125,17,1825,7,False,False,False,False,False,True,5,11,11,7
47,Postgraduate,Single,34487.0,2,2012-09-06,94,False,19,18,33,24,1,8,103,3,False,False,False,False,False,False,3,0,3,9
47,Graduate,Single,28769.0,1,2012-12-18,76,False,41,5,129,10,3,3,191,3,False,False,False,False,False,False,4,1,4,9
54,Postgraduate,Together,69084.0,1,2013-11-19,43,False,1181,107,199,39,30,30,1586,2,False,False,False,False,False,False,13,3,7,8
66,Postgraduate,Together,65488.0,0,2014-06-13,46,False,603,45,207,36,18,54,963,1,False,False,False,False,False,False,6,4,3,1
54,Undergraduate,Together,62466.0,1,2014-01-15,13,False,129,129,259,168,121,83,889,5,False,False,False,False,False,False,12,3,6,4
64,Undergraduate,Single,32218.0,0,2014-02-15,27,False,10,24,15,13,1,30,93,1,False,False,True,False,False,True,3,1,2,7
51,Graduate,Single,83917.0,0,2013-04-18,12,False,514,22,732,42,198,79,1587,1,False,False,False,False,False,True,7,7,6,3
62,Graduate,Single,46102.0,3,2014-03-10,3,False,14,0,1,0,0,1,16,1,False,False,False,False,False,False,2,0,1,7
72,Graduate,Single,84574.0,0,2013-06-04,72,False,387,20,713,38,54,163,1375,1,False,False,False,False,False,False,11,11,9,5
62,Graduate,Together,56181.0,1,2013-01-08,6,False,121,103,69,8,44,48,393,1,False,False,False,False,False,False,7,2,4,4
74,Postgraduate,Single,63120.0,1,2012-09-28,53,False,965,69,279,54,41,69,1477,5,False,False,False,False,False,True,9,4,8,7
53,Graduate,Together,73691.0,1,2013-11-06,58,False,707,21,250,85,43,73,1179,2,False,False,True,False,False,False,8,2,6,2
64,Graduate,Together,63381.0,1,2012-10-05,78,False,571,50,142,33,50,159,1005,4,False,False,False,False,False,False,13,5,4,2
76,Postgraduate,Together,76140.0,0,2014-05-13,57,False,586,66,653,17,0,26,1348,1,False,False,False,False,False,False,6,9,5,2
65,Postgraduate,Single,62859.0,1,2012-12-30,37,False,1063,89,102,16,12,25,1307,4,False,False,False,False,False,False,6,4,9,6
60,Graduate,Single,45906.0,1,2013-05-07,20,False,305,3,27,4,3,144,486,2,False,False,True,False,False,False,4,4,5,5
77,Postgraduate,Together,77632.0,0,2013-03-10,73,False,1200,105,758,0,42,147,2252,1,False,False,False,True,True,True,6,2,4,2
53,Postgraduate,Together,46463.0,2,2013-08-18,56,False,163,2,40,8,11,11,235,7,False,False,False,False,False,False,6,1,3,6
54,Graduate,Together,105471.0,0,2013-01-21,36,False,1009,181,104,202,21,207,1724,0,True,False,False,False,True,True,13,8,9,3
54,Postgraduate,Single,55282.0,1,2013-12-13,9,False,125,6,73,8,4,19,235,1,False,False,False,False,False,False,6,1,3,4
47,Postgraduate,Together,78710.0,1,2014-05-23,42,False,721,0,152,119,50,50,1092,3,False,False,False,False,False,False,12,6,7,4
66,Graduate,Together,66886.0,1,2013-09-16,28,False,315,4,62,41,31,146,599,2,False,False,False,False,False,False,7,1,7,5
64,Postgraduate,Single,98777.0,0,2014-02-17,23,False,1000,19,711,125,115,38,2008,0,False,False,False,True,False,False,9,6,4,1
39,Graduate,Together,29103.0,1,2012-08-27,38,False,16,0,17,6,3,6,48,2,False,False,False,False,False,False,3,0,1,9
50,Graduate,Together,67445.0,1,2012-08-12,63,False,757,80,217,29,80,11,1174,5,False,False,False,False,False,False,12,6,9,6
74,Postgraduate,Together,50616.0,1,2014-04-13,71,False,30,2,25,0,1,9,67,1,False,False,False,False,False,False,4,1,1,2
69,Graduate,Single,49431.0,1,2012-08-03,9,False,219,3,100,26,0,17,365,2,False,False,False,False,False,False,5,1,7,8
49,Graduate,Single,153924.0,0,2014-02-07,81,False,1,1,1,1,1,1,6,0,False,False,False,False,False,False,0,0,0,0
71,Graduate,Together,61278.0,1,2014-01-04,87,False,111,3,28,2,6,15,165,2,False,False,False,False,False,False,4,1,3,6
66,Undergraduate,Together,26490.0,0,2012-09-22,92,False,45,47,52,21,20,25,210,2,False,False,False,False,False,False,5,1,3,6
77,Postgraduate,Together,73059.0,1,2013-08-31,36,False,410,112,420,0,82,71,1095,1,False,False,False,False,False,False,13,3,9,4
58,Postgraduate,Single,46734.0,3,2013-10-21,86,False,100,1,39,6,1,76,223,4,False,False,True,False,False,False,3,2,3,6
61,Graduate,Together,56253.0,1,2012-12-07,83,False,509,0,65,7,11,5,597,4,False,False,False,False,False,False,9,2,7,6
39,Graduate,Together,19986.0,1,2013-11-14,74,False,3,6,5,0,2,6,22,1,False,False,False,False,False,False,3,0,0,7
49,Graduate,Single,58330.0,1,2013-12-25,87,False,445,53,213,104,98,151,1064,1,False,False,False,False,False,False,13,4,6,4
44,Undergraduate,Together,25965.0,0,2012-09-07,29,False,2,2,11,41,7,11,74,1,False,False,False,False,False,False,3,0,2,8
68,Postgraduate,Together,14661.0,0,2013-01-01,88,False,4,1,11,6,2,2,26,1,False,False,False,False,False,False,3,0,1,6
65,Graduate,Together,18690.0,0,2012-12-28,77,False,6,1,7,23,4,19,60,1,False,False,False,False,False,False,2,1,1,8
50,Postgraduate,Together,45068.0,1,2013-05-16,25,False,14,0,3,0,0,3,20,1,False,False,False,False,False,False,2,0,1,7
37,Undergraduate,Single,21063.0,1,2013-09-25,34,False,1,10,11,19,3,15,59,2,False,False,False,False,False,False,3,0,2,6
56,Postgraduate,Together,29187.0,1,2013-05-09,43,False,26,0,6,0,0,2,34,1,False,False,False,False,False,False,3,0,1,8
53,Undergraduate,Together,54690.0,2,2013-11-07,76,False,111,16,37,7,9,18,198,3,False,False,False,False,False,False,5,1,3,3
60,Postgraduate,Together,59304.0,1,2013-07-29,81,False,418,61,428,80,51,10,1048,3,False,False,False,False,False,False,10,8,7,5
62,Postgraduate,Single,59247.0,2,2013-11-08,87,False,327,9,122,19,14,83,574,5,False,False,False,False,False,False,9,2,5,6
54,Graduate,Single,66731.0,1,2012-09-12,33,False,371,159,194,58,106,141,1029,4,False,False,False,False,False,False,6,3,4,3
44,Graduate,Together,77353.0,1,2013-12-16,38,False,275,59,107,69,101,59,670,2,False,False,False,False,False,False,8,4,6,4
49,Postgraduate,Single,52614.0,1,2012-12-01,63,False,789,0,142,12,9,38,990,2,False,False,False,False,False,False,8,4,2,8
50,Graduate,Together,26751.0,2,2014-05-22,26,False,1,1,5,0,3,1,11,1,False,False,False,False,False,False,2,0,1,8
61,Postgraduate,Together,81300.0,1,2012-10-30,17,False,1004,12,145,32,12,36,1241,3,True,False,False,False,False,True,5,3,10,5
45,Graduate,Single,70337.0,0,2014-01-02,75,False,187,81,149,25,43,91,576,1,False,False,False,False,False,False,12,2,2,1
39,Undergraduate,Together,36145.0,1,2013-06-16,13,False,56,4,76,17,1,18,172,4,False,False,True,False,False,True,3,1,4,9
44,Postgraduate,Single,65295.0,0,2013-12-23,19,False,365,32,117,34,110,6,664,1,False,False,False,False,False,False,13,3,3,2
61,Graduate,Single,68118.0,1,2013-10-18,51,False,595,23,123,10,23,154,928,2,False,False,False,False,False,False,4,9,8,6
57,Graduate,Single,68743.0,0,2012-08-30,81,False,1132,134,384,175,134,115,2074,1,False,False,False,False,False,False,13,5,11,7
42,Undergraduate,Together,41039.0,0,2013-07-25,32,False,34,11,137,179,61,45,467,1,False,False,False,False,False,False,5,1,8,8
69,Graduate,Together,38946.0,1,2013-10-24,84,False,116,6,82,6,6,41,257,2,False,False,False,False,False,False,6,1,3,5
